序号,名称,申报类别,出版单位,运营单位,文号,出版物号,时间
271,全民投资人,移动,上海同济大学电子音像出版社有限公司,厦门维咖网络科技有限公司,国新出审[2020]494号,ISBN 978-7-498-07438-6,2020/3/6
272,神角技巧,移动,三辰影库音像出版社有限公司,广州谷得网络科技有限公司,国新出审[2020]493号,ISBN 978-7-498-07437-9,2020/3/6
273,次元封神录,移动,厦门大学电子出版社有限责任公司,广州捌佰玩网络科技有限公司,国新出审[2020]492号,ISBN 978-7-498-07435-5,2020/3/6
274,大城主,网页,杭州紫府网络科技有限公司,深圳市万服网络有限公司,国新出审[2020]491号,ISBN 978-7-498-07433-1,2020/3/6
275,人形觉醒,移动,上海科学技术文献出版社有限公司,上海剑圣网络科技有限公司,国新出审[2020]490号,ISBN 978-7-498-07432-4,2020/3/6
276,源代码：删除,移动,深圳中青宝互动网络股份有限公司,深圳柠檬酱科技有限公司,国新出审[2020]489号,ISBN 978-7-498-07429-4,2020/3/6
277,恋舞时光,移动-休闲益智,上海同济大学电子音像出版社有限公司,上海点点乐信息科技有限公司,国新出审[2020]488号,ISBN 978-7-498-07436-2,2020/3/6
278,贪吃蛇打方块,移动-休闲益智,天津电子出版社有限公司,武汉市多比特信息科技有限公司,国新出审[2020]487号,ISBN 978-7-498-07434-8,2020/3/6
279,数独趣味闯关,移动-休闲益智,炫彩互动网络科技有限公司,深圳市猎游科技有限公司,国新出审[2020]486号,ISBN 978-7-498-07430-0,2020/3/6
280,叠方块,移动-休闲益智,华中科技大学电子音像出版社,武汉汇多互动信息技术有限公司,国新出审[2020]485号,ISBN 978-7-498-07428-7,2020/3/6
281,超级虫子,移动-休闲益智,小沃科技有限公司,小沃科技有限公司,国新出审[2020]484号,ISBN 978-7-498-07426-3,2020/3/6
282,欢乐大冒险,移动-休闲益智,上海乐蜀网络科技股份有限公司,上海乐蜀网络科技股份有限公司,国新出审[2020]483号,ISBN 978-7-498-07424-9,2020/3/6
283,格子征战,移动-休闲益智,杭州乐港科技有限公司,北京摩丰科技有限公司,国新出审[2020]482号,ISBN 978-7-498-07422-5,2020/3/6
284,连连看大消除,移动-休闲益智,杭州边锋网络技术有限公司,杭州边浙网络技术有限公司,国新出审[2020]481号,ISBN 978-7-498-07420-1,2020/3/6
285,破拆专家,移动-休闲益智,宁波东海岸电子音像出版社,杭州星帆广告传媒有限公司,国新出审[2020]480号,ISBN 978-7-498-07418-8,2020/3/6
286,欢乐雪地竞速,移动-休闲益智,炫彩互动网络科技有限公司,深圳市掌上方舟科技有限公司,国新出审[2020]479号,ISBN 978-7-498-07416-4,2020/3/6
287,绝地神枪手,移动-休闲益智,广东太平洋电子出版社,深圳市手心游戏科技有限公司,国新出审[2020]478号,ISBN 978-7-498-07415-7,2020/3/6
288,风之旅迹,移动-休闲益智,华中科技大学电子音像出版社,武汉择天文化传媒有限公司,国新出审[2020]477号,ISBN 978-7-498-07413-3,2020/3/6
289,小小枪神,移动-休闲益智,杭州润趣科技有限公司,杭州润趣科技有限公司,国新出审[2020]476号,ISBN 978-7-498-07411-9,2020/3/6
290,问鼎苍穹,移动-休闲益智,湖北省扬子江影音有限责任公司,武汉点智科技有限公司,国新出审[2020]475号,ISBN 978-7-498-07409-6,2020/3/6
291,雷霆大作战,移动-休闲益智,辽宁电子出版社有限责任公司,大连深蓝广告有限公司,国新出审[2020]474号,ISBN 978-7-498-07408-9,2020/3/6
292,飞向太空,移动-休闲益智,杭州哲信信息技术有限公司,杭州哲信信息技术有限公司,国新出审[2020]473号,ISBN 978-7-498-07407-2,2020/3/6
293,成语养花,移动-休闲益智,海南省电子音像出版社有限公司,海南霆维网络科技有限公司,国新出审[2020]472号,ISBN 978-7-498-07406-5,2020/3/6
294,勇者历险记,移动-休闲益智,炫彩互动网络科技有限公司,北京赛诺斯科技发展有限责任公司,国新出审[2020]471号,ISBN 978-7-498-07431-7,2020/3/6
295,战斗少女跑酷,移动-休闲益智,三辰影库音像出版社有限公司,北京巨量引擎网络技术有限公司,国新出审[2020]470号,ISBN 978-7-498-07427-0,2020/3/6
296,匠木,移动-休闲益智,辽宁电子出版社有限责任公司,成都东极六感信息科技有限公司,国新出审[2020]469号,ISBN 978-7-498-07425-6,2020/3/6
297,少年跑者,移动-休闲益智,杭州群游科技有限公司,北京六度畅游网络科技股份有限公司,国新出审[2020]468号,ISBN 978-7-498-07423-2,2020/3/6
298,我不是神射手,移动-休闲益智,江苏凤凰电子音像出版社有限公司,南京网眼软件有限公司,国新出审[2020]467号,ISBN 978-7-498-07421-8,2020/3/6
299,密室的暗门,移动-休闲益智,华中科技大学电子音像出版社,北京多多游科技有限公司,国新出审[2020]466号,ISBN 978-7-498-07419-5,2020/3/6
300,春之伊始,移动-休闲益智,上海触控科技发展有限公司,风云速动（北京）科技有限公司,国新出审[2020]465号,ISBN 978-7-498-07417-1,2020/3/6
301,飞行闪击战,移动-休闲益智,广州盈正信息技术有限公司,合肥乐攸信息科技有限公司,国新出审[2020]464号,ISBN 978-7-498-07414-0,2020/3/6
302,翻滚吧摩托,移动-休闲益智,湖北省扬子江影音有限责任公司,武汉卧友网络科技有限公司,国新出审[2020]463号,ISBN 978-7-498-07412-6,2020/3/6
303,星厨餐厅,移动-休闲益智,湖北省扬子江影音有限责任公司,北京赛盛科技有限公司,国新出审[2020]462号,ISBN 978-7-498-07410-2,2020/3/6
304,长安恋语,移动,上海科学技术文献出版社有限公司,苏州溪客时代网络科技有限公司,国新出审[2020]870号,ISBN 978-7-498-07628-1,2020/4/27
305,雷霆远征,移动,北京侠客行网络技术有限公司,北京雷霆瀚海科技有限公司,国新出审[2020]869号,ISBN 978-7-498-07627-4,2020/4/27
306,彩虹物语,移动,上海绿岸网络科技股份有限公司,上海绿岸网络科技股份有限公司,国新出审[2020]868号,ISBN 978-7-498-07626-7,2020/4/27
307,梦幻新诛仙,移动,完美世界（北京）网络技术有限公司,完美世界（北京）软件科技发展有限公司,国新出审[2020]867号,ISBN 978-7-498-07625-0,2020/4/27
308,深渊地平线,移动,心动网络股份有限公司,心动网络股份有限公司,国新出审[2020]866号,ISBN 978-7-498-07624-3,2020/4/27
309,波利幻想,移动,深圳中青宝互动网络股份有限公司,深圳时代首游互动科技有限公司,国新出审[2020]865号,ISBN 978-7-498-07623-6,2020/4/27
310,列王纪元,移动,华东师范大学电子音像出版社有限公司,上海塔人网络科技股份有限公司,国新出审[2020]864号,ISBN 978-7-498-07622-9,2020/4/27
311,御星猎人,客户端,上海波克城市网络科技股份有限公司,赛韵网络科技（上海）有限公司,国新出审[2020]863号,ISBN 978-7-498-07621-2,2020/4/27
312,最后的原始人,移动,杭州紫府网络科技有限公司,深圳市心游网络科技有限公司,国新出审[2020]862号,ISBN 978-7-498-07620-5,2020/4/27
313,梦想投资人,移动,安徽新华电子音像出版社,上海硬通网络科技有限公司,国新出审[2020]861号,ISBN 978-7-498-07619-9,2020/4/27
314,斩妖行,客户端,上海蓝颢网络科技有限公司,上海幻电信息科技有限公司,国新出审[2020]860号,ISBN 978-7-498-07618-2,2020/4/27
315,危境,移动,华中科技大学电子音像出版社,武汉择天文化传媒有限公司,国新出审[2020]859号,ISBN 978-7-498-07648-9,2020/4/27
316,魔域手游2,移动,福建网龙计算机网络信息技术有限公司,成都西山居世游科技有限公司,国新出审[2020]858号,ISBN 978-7-498-07617-5,2020/4/27
317,风暴天堂,移动,上海科学技术文献出版社有限公司,上海炫际网络科技有限公司,国新出审[2020]857号,ISBN 978-7-498-07616-8,2020/4/27
318,深空之眼,移动,厦门雷霆互动网络有限公司,厦门勇仕网络技术股份有限公司,国新出审[2020]856号,ISBN 978-7-498-07615-1,2020/4/27
319,黎明觉醒,移动,上海商国网络科技发展有限公司,上海商国网络科技发展有限公司,国新出审[2020]855号,ISBN 978-7-498-07614-4,2020/4/27
320,彩虹橙,移动,山东科学技术出版社有限公司,四川万泰吉悦科技有限公司,国新出审[2020]854号,ISBN 978-7-498-07613-7,2020/4/27
321,绯梦契约,移动,广州多益网络股份有限公司,成都利为网络科技有限公司,国新出审[2020]853号,ISBN 978-7-498-07612-0,2020/4/27
322,黑潮之上,移动,广州网易计算机系统有限公司,杭州网易雷火科技有限公司,国新出审[2020]852号,ISBN 978-7-498-07611-3,2020/4/27
323,汐,游戏机-Switch,深圳中青宝互动网络股份有限公司,北京可梦科技有限公司,国新出审[2020]851号,ISBN 978-7-498-07610-6,2020/4/27
324,神兽养成记,移动,杭州乐港科技有限公司,芜湖乐哈哈网络科技有限公司,国新出审[2020]850号,ISBN 978-7-498-07609-0,2020/4/27
325,节奏快打,移动,华东师范大学电子音像出版社有限公司,北京慕远科技有限公司,国新出审[2020]849号,ISBN 978-7-498-07608-3,2020/4/27
326,百世文华录,移动,天津电子出版社有限公司,成都科锐牧数字娱乐有限公司,国新出审[2020]848号,ISBN 978-7-498-07607-6,2020/4/27
327,不可思议之梦蝶,移动,深圳市腾讯计算机系统有限公司,深圳市腾讯计算机系统有限公司,国新出审[2020]847号,ISBN 978-7-498-07606-9,2020/4/27
328,雨城,游戏机-Xbox,江苏凤凰电子音像出版社有限公司,江苏凤凰数字传媒有限公司,国新出审[2020]846号,ISBN 978-7-498-07605-2,2020/4/27
329,摸金校尉之九幽将军,移动,辽宁电子出版社有限责任公司,成都可可兰信息科技有限公司,国新出审[2020]845号,ISBN 978-7-498-07604-5,2020/4/27
330,深林,移动,华东师范大学电子音像出版社有限公司,上海领音文化传播有限公司,国新出审[2020]844号,ISBN 978-7-498-07603-8,2020/4/27
331,时光旅行社,移动,深圳中青宝互动网络股份有限公司,厦门青瓷文化传播有限公司,国新出审[2020]843号,ISBN 978-7-498-07602-1,2020/4/27
332,京都战记,移动,广州谷得网络科技有限公司,海南火兔网络科技有限公司,国新出审[2020]842号,ISBN 978-7-498-07601-4,2020/4/27
333,塔防勇士,移动,深圳市创梦天地科技有限公司,深圳市创梦天地科技有限公司,国新出审[2020]841号,ISBN 978-7-498-07600-7,2020/4/27
334,复苏的魔女,移动,天津电子出版社有限公司,乐道互动（天津）科技有限公司,国新出审[2020]840号,ISBN 978-7-498-07599-4,2020/4/27
335,最酷弹弹球,移动-休闲益智,杭州烈焰网络技术有限公司,盐城昌兴科技有限公司,国新出审[2020]839号,ISBN 978-7-498-07598-7,2020/4/27
336,乐游中国象棋,移动-休闲益智,炫彩互动网络科技有限公司,深圳市猎游科技有限公司,国新出审[2020]838号,ISBN 978-7-498-07597-0,2020/4/27
337,探魇,移动-休闲益智,上海雪鲤鱼计算机科技有限公司,深圳市动能无线传媒有限公司,国新出审[2020]837号,ISBN 978-7-498-07596-3,2020/4/27
338,美食岛消除大作战,移动-休闲益智,杭州边锋网络技术有限公司,杭州边锋网络技术有限公司,国新出审[2020]836号,ISBN 978-7-498-07595-6,2020/4/27
339,全家来猜字,移动-休闲益智,杭州群游科技有限公司,杭州群游科技有限公司,国新出审[2020]835号,ISBN 978-7-498-07594-9,2020/4/27
340,仙境逃亡,移动-休闲益智,深圳市中手游网络科技有限公司,深圳市中手游网络科技有限公司,国新出审[2020]834号,ISBN 978-7-498-07647-2,2020/4/27
341,猫咪旅行家,移动-休闲益智,上海科学技术文献出版社有限公司,重庆优路科技有限公司,国新出审[2020]833号,ISBN 978-7-498-07646-5,2020/4/27
342,全民漂移飞车,移动-休闲益智,杭州润趣科技有限公司,杭州掌动科技股份有限公司,国新出审[2020]832号,ISBN 978-7-498-07645-8,2020/4/27
343,陆地飞车,移动-休闲益智,方圆电子音像出版社有限责任公司,河北索拓网络科技有限公司,国新出审[2020]831号,ISBN 978-7-498-07644-1,2020/4/27
344,我的水世界求生,移动-休闲益智,杭州乐港科技有限公司,北京摩丰科技有限公司,国新出审[2020]830号,ISBN 978-7-498-07643-4,2020/4/27
345,层叠拼图,移动-休闲益智,天津电子出版社有限公司,武汉市多比特信息科技有限公司,国新出审[2020]829号,ISBN 978-7-498-07642-7,2020/4/27
346,六角拼拼2,移动-休闲益智,炫彩互动网络科技有限公司,苏州番茄互娱信息科技有限公司,国新出审[2020]828号,ISBN 978-7-498-07641-0,2020/4/27
347,坦克集结战,移动-休闲益智,杭州紫府网络科技有限公司,北京赛诺斯科技发展有限责任公司,国新出审[2020]827号,ISBN 978-7-498-07640-3,2020/4/27
348,霓虹转转转,移动-休闲益智,四川数字出版传媒有限公司,成都嘉谊互娱科技有限公司,国新出审[2020]826号,ISBN 978-7-498-07639-7,2020/4/27
349,侠客一刀流,移动-休闲益智,杭州边锋网络技术有限公司,上海锋兮网络科技有限公司,国新出审[2020]825号,ISBN 978-7-498-07638-0,2020/4/27
350,神射传奇,移动-休闲益智,上海雪鲤鱼计算机科技有限公司,上海易接信息科技有限公司,国新出审[2020]824号,ISBN 978-7-498-07637-3,2020/4/27
351,火柴人世界战争,移动-休闲益智,海南省电子音像出版社有限公司,海南喜相逢网络有限公司,国新出审[2020]823号,ISBN 978-7-498-07636-6,2020/4/27
352,来呀涂色,移动-休闲益智,北京中娱在线网络科技有限公司,搜游网络科技（北京）有限公司,国新出审[2020]822号,ISBN 978-7-498-07635-9,2020/4/27
353,旋律达人,移动-休闲益智,方圆电子音像出版社有限责任公司,河北触乐信息科技有限公司,国新出审[2020]821号,ISBN 978-7-498-07634-2,2020/4/27
354,三国出击,移动-休闲益智,杭州哲信信息技术有限公司,深圳市阿斯卡德信息技术有限公司,国新出审[2020]820号,ISBN 978-7-498-07633-5,2020/4/27
355,宝石连动,移动-休闲益智,上海晨路信息科技股份有限公司,大丰黑贝信息技术有限公司,国新出审[2020]819号,ISBN 978-7-498-07632-8,2020/4/27
356,思维方阵,移动-休闲益智,杭州群游科技有限公司,杭州圈外网络科技有限公司,国新出审[2020]818号,ISBN 978-7-498-07631-1,2020/4/27
357,荣耀冠军,移动-休闲益智,浙江出版集团数字传媒有限公司,浙江燃点网络科技有限公司,国新出审[2020]817号,ISBN 978-7-498-07630-4,2020/4/27
358,跳一跳大冒险,移动-休闲益智,炫彩互动网络科技有限公司,武汉指娱互动信息技术有限公司,国新出审[2020]816号,ISBN 978-7-498-07629-8,2020/4/27
359,猫咪公寓,移动,上海波克城市网络科技股份有限公司,赛韵网络科技（上海）有限公司,国新出审[2020]734号,ISBN 978-7-498-07570-3,2020/4/8
360,萌宠封神,移动,上海绿岸网络科技股份有限公司,上海绿岸网络科技股份有限公司,国新出审[2020]733号,ISBN 978-7-498-07567-3,2020/4/8
361,冒险与深渊,移动,厦门雷霆互动网络有限公司,深圳雷霆信息技术有限公司,国新出审[2020]732号,ISBN 978-7-498-07564-2,2020/4/8
362,亦春秋,客户端,江苏凤凰电子音像出版社有限公司,上海锋行网络科技有限公司,国新出审[2020]731号,ISBN 978-7-498-07573-4,2020/4/8
363,星座记忆,移动,大唐网络有限公司,苏州仙峰网络科技股份有限公司,国新出审[2020]730号,ISBN 978-7-498-07561-1,2020/4/8
364,星球美食塔,移动,杭州美盛游戏技术开发有限公司,北京冰狮科技有限公司,国新出审[2020]729号,ISBN 978-7-498-07558-1,2020/4/8
365,剑道巅峰,网页,上海众源网络有限公司,上海众源网络有限公司,国新出审[2020]728号,ISBN 978-7-498-07576-5,2020/4/8
366,海岛纪元,移动,杭州汉唐文化传播有限公司,杭州网易雷火科技有限公司,国新出审[2020]727号,ISBN 978-7-498-07556-7,2020/4/8
367,契约轮回,移动,上海科学技术文献出版社有限公司,上海触萌网络科技有限公司,国新出审[2020]725号,ISBN 978-7-498-07545-1,2020/4/8
368,部落与弯刀,客户端,深圳中青宝互动网络股份有限公司,深圳市汉家松鼠网络科技有限公司,国新出审[2020]724号,ISBN 978-7-498-07577-2,2020/4/8
369,剑与纷争,移动,广东趣炫网络股份有限公司,广东趣炫网络股份有限公司,国新出审[2020]723号,ISBN 978-7-498-07541-3,2020/4/8
370,节奏快打,客户端,华东师范大学电子音像出版社有限公司,北京慕远科技有限公司,国新出审[2020]722号,ISBN 978-7-498-07582-6,2020/4/8
371,四叶草剧场,移动,北京中电电子出版社,上海幻娱网络科技有限公司,国新出审[2020]721号,ISBN 978-7-498-07559-8,2020/4/8
372,战神遗迹,移动,完美世界（北京）网络技术有限公司,完美世界（北京）软件科技发展有限公司,国新出审[2020]720号,ISBN 978-7-498-07555-0,2020/4/8
373,古剑奇谭木语人,移动,方圆电子音像出版社有限责任公司,上海幻电信息科技有限公司,国新出审[2020]719号,ISBN 978-7-498-07553-6,2020/4/8
374,精灵盛典：黎明,移动,三七互娱（上海）科技有限公司,上海硬通网络科技有限公司,国新出审[2020]718号,ISBN 978-7-498-07551-2,2020/4/8
375,飞车学院,移动,成都盈众九州网络科技有限公司,海南霖悦信息科技有限公司,国新出审[2020]717号,ISBN 978-7-498-07549-9,2020/4/8
376,战狼突击,移动,深圳冰川网络股份有限公司,深圳冰川网络股份有限公司,国新出审[2020]716号,ISBN 978-7-498-07547-5,2020/4/8
377,大罗幻境,移动,黑龙江科学技术出版社有限公司,海南慕名信息技术有限公司,国新出审[2020]715号,ISBN 978-7-498-07546-8,2020/4/8
378,梦中的你,移动,四川数字出版传媒有限公司,暖优（上海）网络科技有限公司,国新出审[2020]714号,ISBN 978-7-498-07543-7,2020/4/8
379,江南百景图,移动,深圳中青宝互动网络股份有限公司,北京可梦科技有限公司,国新出审[2020]713号,ISBN 978-7-498-07540-6,2020/4/8
380,豪杰成长计划,移动,四三九九网络股份有限公司,四三九九网络股份有限公司,国新出审[2020]712号,ISBN 978-7-498-07539-0,2020/4/8
381,像素物语,移动,上海锦游网络技术有限公司,上海揆志网络科技有限公司,国新出审[2020]711号,ISBN 978-7-498-07593-2,2020/4/8
382,不朽仙迹,移动,成都哆可梦网络科技有限公司,上海旭梅网络科技有限公司,国新出审[2020]710号,ISBN 978-7-498-07591-8,2020/4/8
383,灵界仙都,移动,华中科技大学电子音像出版社,武汉择天文化传媒有限公司,国新出审[2020]709号,ISBN 978-7-498-07590-1,2020/4/8
384,怪物之家,游戏机-PS4,江苏凤凰电子音像出版社有限公司,江苏凤凰数字传媒有限公司,国新出审[2020]708号,ISBN 978-7-498-07586-4,2020/4/8
385,迷城重生,移动,成都盈众九州网络科技有限公司,广州思璞网络科技有限公司,国新出审[2020]707号,ISBN 978-7-498-07588-8,2020/4/8
386,异星巡航机,客户端,深圳中青宝互动网络股份有限公司,深圳时代首游互动科技有限公司,国新出审[2020]706号,ISBN 978-7-498-07592-5,2020/4/8
387,吃蛋糕,移动-休闲益智,天津电子出版社有限公司,北京青柠互娱科技有限公司,国新出审[2020]705号,ISBN 978-7-498-07584-0,2020/4/8
388,天天乐消大作战,移动-休闲益智,炫彩互动网络科技有限公司,北京赛诺斯科技发展有限责任公司,国新出审[2020]704号,ISBN 978-7-498-07583-3,2020/4/8
389,数独密室,移动-休闲益智,上海晨路信息科技股份有限公司,北京星游讯天网络科技有限公司,国新出审[2020]703号,ISBN 978-7-498-07580-2,2020/4/8
390,冰火塔防,移动-休闲益智,杭州边锋网络技术有限公司,杭州边锋网络技术有限公司,国新出审[2020]702号,ISBN 978-7-498-07578-9,2020/4/8
391,果汁大师,移动-休闲益智,杭州群游科技有限公司,杭州圈外网络科技有限公司,国新出审[2020]701号,ISBN 978-7-498-07574-1,2020/4/8
392,疾速漂移,移动-休闲益智,宁波东海岸电子音像出版社,深圳市来玩科技有限公司,国新出审[2020]700号,ISBN 978-7-498-07572-7,2020/4/8
393,动物过马路,移动-休闲益智,杭州乐港科技有限公司,北京摩丰科技有限公司,国新出审[2020]699号,ISBN 978-7-498-07589-5,2020/4/8
394,节奏打砖块,移动-休闲益智,天津电子出版社有限公司,武汉指娱互动信息技术有限公司,国新出审[2020]698号,ISBN 978-7-498-07587-1,2020/4/8
395,猛兽战警,移动-休闲益智,杭州润趣科技有限公司,广州市友趣科技有限公司,国新出审[2020]697号,ISBN 978-7-498-07585-7,2020/4/8
396,熊猫欢乐消除,移动-休闲益智,上海双盟网络科技有限公司,在线途游（北京）科技有限公司,国新出审[2020]696号,ISBN 978-7-498-07581-9,2020/4/8
397,热血小怪兽,移动-休闲益智,华中科技大学电子音像出版社,深圳市泛娱科技产业有限公司,国新出审[2020]695号,ISBN 978-7-498-07579-6,2020/4/8
398,建造与历险,移动-休闲益智,上海晨路信息科技股份有限公司,上海似锦网络科技有限公司,国新出审[2020]694号,ISBN 978-7-498-07575-8,2020/4/8
399,粘土无人岛,移动-休闲益智,上海大承网络技术有限公司,深圳八班网络科技有限公司,国新出审[2020]693号,ISBN 978-7-498-07571-0,2020/4/8
400,泡泡精灵传奇2,移动-休闲益智,四川数字出版传媒有限公司,深圳云步互娱网络科技有限公司,国新出审[2020]692号,ISBN 978-7-498-07569-7,2020/4/8
401,机甲长空,移动-休闲益智,杭州烈焰网络技术有限公司,南阳新创元软件有限公司,国新出审[2020]691号,ISBN 978-7-498-07566-6,2020/4/8
402,欢乐游戏城,移动-休闲益智,上海雪鲤鱼计算机科技有限公司,深圳市动能无线传媒有限公司,国新出审[2020]690号,ISBN 978-7-498-07563-5,2020/4/8
403,莉比小公主独角兽餐厅,移动-休闲益智,上海电子出版有限公司,成都力比科技有限公司,国新出审[2020]689号,ISBN 978-7-498-07568-0,2020/4/8
404,喵星旅行,移动-休闲益智,海南省电子音像出版社有限公司,海南金文昊成网络科技有限公司,国新出审[2020]688号,ISBN 978-7-498-07565-9,2020/4/8
405,快手六角拼拼,移动-休闲益智,天津电子出版社有限公司,北京快手科技有限公司,国新出审[2020]687号,ISBN 978-7-498-07562-8,2020/4/8
406,彩虹守卫军,移动-休闲益智,上海电子出版有限公司,广州畅想互动网络科技有限公司,国新出审[2020]686号,ISBN 978-7-498-07560-4,2020/4/8
407,百科大挑战,移动-休闲益智,上海雪鲤鱼计算机科技有限公司,上海易接信息科技有限公司,国新出审[2020]685号,ISBN 978-7-498-07557-4,2020/4/8
408,巨协拼图,移动-休闲益智,江苏凤凰电子音像出版社有限公司,云南巨协网络科技有限责任公司,国新出审[2020]684号,ISBN 978-7-498-07554-3,2020/4/8
409,节奏精灵,移动-休闲益智,上海双盟网络科技有限公司,福建天志互联信息科技股份有限公司,国新出审[2020]683号,ISBN 978-7-498-07552-9,2020/4/8
410,棋开得胜军棋,移动-休闲益智,杭州烈焰网络技术有限公司,杭州哈狗网络科技有限公司,国新出审[2020]682号,ISBN 978-7-498-07550-5,2020/4/8
411,挪车大师,移动-休闲益智,上海电子出版有限公司,深圳市四海软件有限公司,国新出审[2020]681号,ISBN 978-7-498-07544-4,2020/4/8
412,守护你不言弃,移动-休闲益智,炫彩互动网络科技有限公司,武汉市多比特信息科技有限公司,国新出审[2020]680号,ISBN 978-7-498-07542-0,2020/4/8
413,完美的一天,客户端,深圳中青宝互动网络股份有限公司,北京可梦科技有限公司,国新出审[2020]945号,ISBN 978-7-498-07704-2,2020/5/11
414,了凡录,移动,上海同济大学电子音像出版社有限公司,上海歆瑷网络科技有限公司,国新出审[2020]944号,ISBN 978-7-498-07703-5,2020/5/11
415,遗忘者之旅,移动,上海数龙科技有限公司,上海数龙科技有限公司,国新出审[2020]943号,ISBN 978-7-498-07702-8,2020/5/11
416,傲世飞仙,移动,成都盈众九州网络科技有限公司,成都赤橙数字娱乐有限公司,国新出审[2020]942号,ISBN 978-7-498-07701-1,2020/5/11
417,崩坏3,客户端,华东师范大学电子音像出版社有限公司,米哈游科技（上海）有限公司,国新出审[2020]941号,ISBN 978-7-498-07700-4,2020/5/11
418,梦境侦探,移动,河北冠林数字出版有限公司,游点好玩（北京）科技有限公司,国新出审[2020]940号,ISBN 978-7-498-07699-1,2020/5/11
419,我为歌狂,客户端,咪咕互动娱乐有限公司,咪咕互动娱乐有限公司,国新出审[2020]939号,ISBN 978-7-498-07698-4,2020/5/11
420,美食小当家,移动,北京中清龙图网络技术有限公司,北京流信科技有限公司,国新出审[2020]938号,ISBN 978-7-498-07697-7,2020/5/11
421,古荒遗迹,移动,四三九九网络股份有限公司,四三九九网络股份有限公司,国新出审[2020]937号,ISBN 978-7-498-07696-0,2020/5/11
422,多多自走棋,客户端,成都龙渊网络科技有限公司,成都龙渊网络科技有限公司,国新出审[2020]936号,ISBN 978-7-498-07694-6,2020/5/11
423,球球大作战2,移动,上海巨人网络科技有限公司,巨人移动科技有限公司,国新出审[2020]935号,ISBN 978-7-498-07690-8,2020/5/11
424,棋盘之上,移动,成都盈众九州网络科技有限公司,四川知娱在线科技有限公司,国新出审[2020]934号,ISBN 978-7-498-07689-2,2020/5/11
425,不思议的皇冠,客户端,华东师范大学电子音像出版社有限公司,上海纳原信息技术有限公司,国新出审[2020]933号,ISBN 978-7-498-07687-8,2020/5/11
426,冒险者总动员,移动,深圳中青宝互动网络股份有限公司,北京星环紫辰科技有限公司,国新出审[2020]932号,ISBN 978-7-498-07686-1,2020/5/11
427,坦克争锋,移动,上海电子出版有限公司,湖南省沃尔信息技术有限公司,国新出审[2020]931号,ISBN 978-7-498-07685-4,2020/5/11
428,风暴对决,移动,广州网易计算机系统有限公司,杭州网易雷火科技有限公司,国新出审[2020]930号,ISBN 978-7-498-07684-7,2020/5/11
429,生死狙击2,客户端,浙江无端科技股份有限公司,浙江无端科技股份有限公司,国新出审[2020]929号,ISBN 978-7-498-07683-0,2020/5/11
430,契约唤世录,移动,杭州乐港科技有限公司,安徽哪吒互娱信息技术有限公司,国新出审[2020]928号,ISBN 978-7-498-07681-6,2020/5/11
431,坦克神射手,移动,上海商国网络科技发展有限公司,上海商国网络科技发展有限公司,国新出审[2020]927号,ISBN 978-7-498-07679-3,2020/5/11
432,银翼计划,移动,北京伯通电子出版社,东莞市乐游网络科技有限公司,国新出审[2020]926号,ISBN 978-7-498-07676-2,2020/5/11
433,太古封魔录2,移动,上海科学技术文献出版社有限公司,上海触萌网络科技有限公司,国新出审[2020]925号,ISBN 978-7-498-07674-8,2020/5/11
434,全民泡泡超人,移动,北京青年报网际传播技术有限公司,北京青年报网际传播技术有限公司,国新出审[2020]924号,ISBN 978-7-498-07673-1,2020/5/11
435,拂晓的拾荒团,移动,江苏凤凰电子音像出版社有限公司,杭州碎片网络科技有限公司,国新出审[2020]923号,ISBN 978-7-498-07671-7,2020/5/11
436,听游江湖风云再起,移动,杭州紫府网络科技有限公司,北京心智互动科技有限公司,国新出审[2020]922号,ISBN 978-7-498-07669-4,2020/5/11
437,怪物之家,客户端,深圳中青宝互动网络股份有限公司,深圳时代首游互动科技有限公司,国新出审[2020]921号,ISBN 978-7-498-07667-0,2020/5/11
438,拔剑称王,移动,华中科技大学电子音像出版社,杭州绝地科技股份有限公司,国新出审[2020]920号,ISBN 978-7-498-07666-3,2020/5/11
439,修普诺斯,移动,北京侠客行网络技术有限公司,北京昊宇上游信息科技有限公司,国新出审[2020]919号,ISBN 978-7-498-07664-9,2020/5/11
440,风之大冒险,移动,上海绿岸网络科技股份有限公司,上海绿岸网络科技股份有限公司,国新出审[2020]918号,ISBN 978-7-498-07662-5,2020/5/11
441,巨像骑士团,移动,上海晨路信息科技股份有限公司,上海木七七网络科技有限公司,国新出审[2020]917号,ISBN 978-7-498-07659-5,2020/5/11
442,城市飞车2,移动-休闲益智,四川数字出版传媒有限公司,深圳云步互娱网络科技有限公司,国新出审[2020]916号,ISBN 978-7-498-07660-1,2020/5/11
443,永不言弃的大师,移动-休闲益智,天津电子出版社有限公司,武汉市多比特信息科技有限公司,国新出审[2020]915号,ISBN 978-7-498-07658-8,2020/5/11
444,甜心百分百,移动-休闲益智,上海科学技术文献出版社有限公司,上海言溯信息科技有限公司,国新出审[2020]914号,ISBN 978-7-498-07657-1,2020/5/11
445,游苑五子棋,移动-休闲益智,上海乐蜀网络科技股份有限公司,上海乐蜀网络科技股份有限公司,国新出审[2020]913号,ISBN 978-7-498-07656-4,2020/5/11
