序号,名称,申报类别,出版单位,运营单位,文号,出版物号,时间
1123,天天台球,移动-休闲益智,上海同济大学电子音像出版社有限公司,上海星翼网络信息有限公司,国新出审[2020]2726号,ISBN 978-7-498-08477-4,2020年11月30日
1124,成语大秀才,移动-休闲益智,华中科技大学电子音像出版社,深圳市掌娱炫动信息技术有限公司,国新出审[2020]2725号,ISBN 978-7-498-08476-7,2020年11月30日
1125,寻找神秘碎片,移动-休闲益智,辽宁电子出版社有限责任公司,深圳市火星人互动娱乐有限公司,国新出审[2020]2724号,ISBN 978-7-498-08475-0,2020年11月30日
1126,六边形世界,移动-休闲益智,天津电子出版社有限公司,武汉汇多互动信息技术有限公司,国新出审[2020]2723号,ISBN 978-7-498-08474-3,2020年11月30日
1127,深渊舰赛,移动-休闲益智,浙江出版集团数字传媒有限公司,杭州西米科技有限公司,国新出审[2020]2722号,ISBN 978-7-498-08473-6,2020年11月30日
1128,召唤与合成2,移动-休闲益智,上海晨路信息科技股份有限公司,上海召合网络科技有限公司,国新出审[2020]2721号,ISBN 978-7-498-08472-9,2020年11月30日
1129,圈了个地,移动-休闲益智,深圳中青宝互动网络股份有限公司,深圳市友游互动科技有限公司,国新出审[2020]2720号,ISBN 978-7-498-08471-2,2020年11月30日
1130,小镇消除故事,移动-休闲益智,广州盈正信息技术有限公司,合肥乐攸信息科技有限公司,国新出审[2020]2719号,ISBN 978-7-498-08470-5,2020年11月30日
1131,迷你便利店,移动-休闲益智,杭州乐港科技有限公司,宿州手游互联信息技术有限公司,国新出审[2020]2718号,ISBN 978-7-498-08469-9,2020年11月30日
1132,超能射击,移动-休闲益智,杭州烈焰网络技术有限公司,南阳新创元软件有限公司,国新出审[2020]2717号,ISBN 978-7-498-08468-2,2020年11月30日
1133,弹球方块出击,移动-休闲益智,吉林音像出版社有限责任公司,海南易博士网络科技有限公司,国新出审[2020]2716号,ISBN 978-7-498-08467-5,2020年11月30日
1134,藏式台球,移动-休闲益智,广东太平洋电子出版社,长春洽游科技有限公司,国新出审[2020]2715号,ISBN 978-7-498-08466-8,2020年11月30日
1135,开心猎龙人,移动-休闲益智,黑龙江科学技术出版社有限公司,深圳宏大科技有限公司,国新出审[2020]2714号,ISBN 978-7-498-08465-1,2020年11月30日
1136,深海寻食,移动-休闲益智,杭州紫府网络科技有限公司,盐城如亨科技有限公司,国新出审[2020]2713号,ISBN 978-7-498-08464-4,2020年11月30日
1137,赛车模拟驾驶,移动-休闲益智,海南省电子音像出版社有限公司,海南喜相逢网络有限公司,国新出审[2020]2712号,ISBN 978-7-498-08462-0,2020年11月30日
1138,疯狂突击,移动-休闲益智,杭州渡口网络科技有限公司,深圳市探娱互动科学文化有限公司,国新出审[2020]2711号,ISBN 978-7-498-08463-7,2020年11月30日
1139,火柴人进化论,移动-休闲益智,上海空中宏电网络技术有限公司,上海空中宏电网络技术有限公司,国新出审[2020]2710号,ISBN 978-7-498-08458-3,2020年11月30日
1140,梦幻恐龙园,移动-休闲益智,广州盈正信息技术有限公司,上海烨傲网络科技有限公司,国新出审[2020]2709号,ISBN 978-7-498-08456-9,2020年11月30日
1141,星球建造大师,移动-休闲益智,咪咕互动娱乐有限公司,南京原极信息科技有限公司,国新出审[2020]2708号,ISBN 978-7-498-08454-5,2020年11月30日
1142,星空时代,移动,安徽新华电子音像出版社,南京微观商贸有限公司,国新出审[2020]2617号,ISBN 978-7-498-08402-6,2020年11月5日
1143,早安少女,移动,河北冠林数字出版有限公司,广州汇玩信息科技有限公司,国新出审[2020]2616号,ISBN 978-7-498-08401-9,2020年11月5日
1144,梦幻宠物店：飞狗日记,移动,华东师范大学电子音像出版社有限公司,上海炎锤网络科技有限公司,国新出审[2020]2615号,ISBN 978-7-498-08400-2,2020年11月5日
1145,万古封灵诀,移动,成都盈众九州网络科技有限公司,江苏嘉趣网络科技有限公司,国新出审[2020]2614号,ISBN 978-7-498-08399-9,2020年11月5日
1146,猪猪侠超星小英雄,移动,合肥乐堂动漫信息技术有限公司,合肥乐堂动漫信息技术有限公司,国新出审[2020]2613号,ISBN 978-7-498-08398-2,2020年11月5日
1147,厨房大作战,移动,宁波东海岸电子音像出版社有限公司,北京能量盒科技有限公司,国新出审[2020]2612号,ISBN 978-7-498-08397-5,2020年11月5日
1148,卓越大陆,移动,方圆电子音像出版社有限责任公司,北京洪腾科技有限公司,国新出审[2020]2611号,ISBN 978-7-498-08396-8,2020年11月5日
1149,武林盛典,移动,上海方寸信息科技有限公司,上海明游网络科技有限公司,国新出审[2020]2610号,ISBN 978-7-498-08391-3,2020年11月5日
1150,异兽擎天,移动,上海绿岸网络科技股份有限公司,上海绿岸网络科技股份有限公司,国新出审[2020]2609号,ISBN 978-7-498-08390-6,2020年11月5日
1151,冒险公社,客户端、移动,天津电子出版社有限公司,心动网络股份有限公司,国新出审[2020]2608号,ISBN 978-7-498-08403-3,2020年11月5日
1152,三界天骄,移动,杭州润趣科技有限公司,深圳子兰娱乐文化有限公司,国新出审[2020]2607号,ISBN 978-7-498-08389-0,2020年11月5日
1153,机动战姬：聚变,移动,北京青年报网际传播技术有限公司,潜龙心诚（北京）网络科技有限公司,国新出审[2020]2606号,ISBN 978-7-498-08387-6,2020年11月5日
1154,猎人前线,移动,杭州群游科技有限公司,杭州铜雀科技有限公司,国新出审[2020]2605号,ISBN 978-7-498-08385-2,2020年11月5日
1155,卡库远古封印,客户端,深圳中青宝互动网络股份有限公司,深圳槟果文化科技有限公司,国新出审[2020]2604号,ISBN 978-7-498-08383-8,2020年11月5日
1156,精灵觉醒,移动,黑龙江龙华数字出版股份有限公司,深圳金翅鸟信息科技有限公司,国新出审[2020]2603号,ISBN 978-7-498-08381-4,2020年11月5日
1157,万古圣墟,移动,安徽新华电子音像出版社,安徽三七网络科技有限公司,国新出审[2020]2602号,ISBN 978-7-498-08379-1,2020年11月5日
1158,灵魂宝戒,移动,上海同济大学电子音像出版社有限公司,深圳市探娱互动科学文化有限公司,国新出审[2020]2601号,ISBN 978-7-498-08377-7,2020年11月5日
1159,斗罗大陆2绝世唐门,移动,北京幻方朗睿软件科技有限公司,北京微游互动网络科技有限公司,国新出审[2020]2600号,ISBN 978-7-498-08375-3,2020年11月5日
1160,浮光无尽夏,移动,华东师范大学电子音像出版社有限公司,上海麦卓网络科技有限公司,国新出审[2020]2599号,ISBN 978-7-498-08373-9,2020年11月5日
1161,守护之境,移动,上海电子出版有限公司,上海跃客网络科技有限公司,国新出审[2020]2598号,ISBN 978-7-498-08371-5,2020年11月5日
1162,世界与远征,移动,上海方寸信息科技有限公司,上海石榴网络科技有限公司,国新出审[2020]2597号,ISBN 978-7-498-08369-2,2020年11月5日
1163,黎明特攻,移动,深圳冰川网络股份有限公司,深圳冰川网络股份有限公司,国新出审[2020]2596号,ISBN 978-7-498-08366-1,2020年11月5日
1164,口袋战舰,移动,华中科技大学电子音像出版社,武汉游戏群科技有限公司,国新出审[2020]2595号,ISBN 978-7-498-08364-7,2020年11月5日
1165,牧剑二,客户端,杭州渡口网络科技有限公司,深圳市尚愉科技有限公司,国新出审[2020]2594号,ISBN 978-7-498-08363-0,2020年11月5日
1166,住客大人的心愿,移动,杭州群游科技有限公司,杭州猛犸象科技有限公司,国新出审[2020]2593号,ISBN 978-7-498-08360-9,2020年11月5日
1167,决战之地,移动,上海同济大学电子音像出版社有限公司,江西拓银科技有限公司,国新出审[2020]2592号,ISBN 978-7-498-08358-6,2020年11月5日
1168,沧月战纪,移动,大唐网络有限公司,北京河山易达信息技术有限公司,国新出审[2020]2591号,ISBN 978-7-498-08356-2,2020年11月5日
1169,星之彼端,移动,黑龙江龙华数字出版股份有限公司,苏州零螺科技有限公司,国新出审[2020]2590号,ISBN 978-7-498-08355-5,2020年11月5日
1170,火柴人格斗家,移动,辽宁电子出版社有限责任公司,宿州纵游信息技术有限公司,国新出审[2020]2589号,ISBN 978-7-498-08352-4,2020年11月5日
1171,冰原守卫者,移动,厦门雷霆互动网络有限公司,深圳雷霆信息技术有限公司,国新出审[2020]2588号,ISBN 978-7-498-08350-0,2020年11月5日
1172,斯露德,移动,上海科学技术文献出版社有限公司,上海映雄体育文化有限公司,国新出审[2020]2587号,ISBN 978-7-498-08348-7,2020年11月5日
1173,狼人对决,移动,浙江出版集团数字传媒有限公司,杭州游卡网络技术有限公司,国新出审[2020]2586号,ISBN 978-7-498-08346-3,2020年11月5日
1174,治愈日记,移动,广州多益网络股份有限公司,成都利为网络科技有限公司,国新出审[2020]2585号,ISBN 978-7-498-08345-6,2020年11月5日
1175,我的战盟,移动,广州盈正信息技术有限公司,海南光一网络科技有限公司,国新出审[2020]2584号,ISBN 978-7-498-08343-2,2020年11月5日
1176,国王与冒险家,移动,杭州润趣科技有限公司,武汉努诚世达科技有限公司,国新出审[2020]2583号,ISBN 978-7-498-08341-8,2020年11月5日
1177,元能失控,游戏机（PS4）,杭州电魂网络科技股份有限公司,杭州电魂网络科技股份有限公司,国新出审[2020]2582号,ISBN 978-7-498-08339-5,2020年11月5日
1178,蓝月传奇2,移动,杭州润趣科技有限公司,浙江盛和网络科技有限公司,国新出审[2020]2581号,ISBN 978-7-498-08337-1,2020年11月5日
1179,爱琳诗篇,移动,杭州紫府网络科技有限公司,上海弘贯网络科技有限公司,国新出审[2020]2580号,ISBN 978-7-498-08335-7,2020年11月5日
1180,时灵之猎,移动,江苏凤凰电子音像出版社有限公司,江苏凤凰数字传媒有限公司,国新出审[2020]2579号,ISBN 978-7-498-08334-0,2020年11月5日
1181,弹幕幻想,移动,上海电子出版有限公司,上海天赐之恒网络科技有限公司,国新出审[2020]2578号,ISBN 978-7-498-08331-9,2020年11月5日
1182,灵契少女,移动,上海科学技术文献出版社有限公司,上海噗啾网络科技有限公司,国新出审[2020]2577号,ISBN 978-7-498-08330-2,2020年11月5日
1183,妖灵战姬,移动,黑龙江龙华数字出版股份有限公司,深圳市鲸旗天下网络科技有限公司,国新出审[2020]2576号,ISBN 978-7-498-08328-9,2020年11月5日
1184,斗笠江湖,移动,成都哆可梦网络科技有限公司,成都合辉达网络科技有限公司,国新出审[2020]2575号,ISBN 978-7-498-08326-5,2020年11月5日
1185,暗夜兵团,移动,上海乐蜀网络科技股份有限公司,上海技乐网络科技有限公司,国新出审[2020]2574号,ISBN 978-7-498-08395-1,2020年11月5日
1186,老农种树,移动,深圳中青宝互动网络股份有限公司,上海心愉计算机科技有限公司,国新出审[2020]2573号,ISBN 978-7-498-08394-4,2020年11月5日
1187,小小航海士外传,移动,华东师范大学电子音像出版社有限公司,上海领音文化传播有限公司,国新出审[2020]2572号,ISBN 978-7-498-08393-7,2020年11月5日
1188,剑魄,客户端,深圳中青宝互动网络股份有限公司,皖新文化科技有限公司,国新出审[2020]2571号,ISBN 978-7-498-08392-0,2020年11月5日
1189,飞车冲冲冲,移动-休闲益智,天津电子出版社有限公司,竞技世界（北京）网络技术有限公司,国新出审[2020]2570号,ISBN 978-7-498-08388-3,2020年11月5日
1190,鱼吃鱼,移动-休闲益智,华中科技大学电子音像出版社,南京天豆互动网络科技有限公司,国新出审[2020]2569号,ISBN 978-7-498-08386-9,2020年11月5日
1191,桌乐象棋,移动-休闲益智,大唐网络有限公司,杭州开启网络科技有限公司,国新出审[2020]2568号,ISBN 978-7-498-08384-5,2020年11月5日
1192,爱捕萌宠,移动-休闲益智,杭州群游科技有限公司,成都绿农网科技有限公司,国新出审[2020]2567号,ISBN 978-7-498-08382-1,2020年11月5日
1193,中至五子棋,移动-休闲益智,江西高校出版社有限责任公司,江西中至科技有限公司,国新出审[2020]2566号,ISBN 978-7-498-08380-7,2020年11月5日
1194,梦想大亨,移动-休闲益智,杭州边锋网络技术有限公司,杭州边锋网络技术有限公司,国新出审[2020]2565号,ISBN 978-7-498-08378-4,2020年11月5日
1195,菲梦少女人气偶像,移动-休闲益智,湖北省扬子江影音有限责任公司,成都雷兽互动科技有限公司,国新出审[2020]2564号,ISBN 978-7-498-08376-0,2020年11月5日
1196,点点勇士,移动-休闲益智,上海雪鲤鱼计算机科技有限公司,深圳市动能无线传媒有限公司,国新出审[2020]2563号,ISBN 978-7-498-08374-6,2020年11月5日
1197,2048汉诺塔,移动-休闲益智,上海乐蜀网络科技股份有限公司,上海乐蜀网络科技股份有限公司,国新出审[2020]2562号,ISBN 978-7-498-08372-2,2020年11月5日
1198,进化大战,移动-休闲益智,宁波东海岸电子音像出版社有限公司,深圳市禅游科技股份有限公司,国新出审[2020]2561号,ISBN 978-7-498-08370-8,2020年11月5日
1199,缤纷数字屋,移动-休闲益智,天津电子出版社有限公司,武汉汇多互动信息技术有限公司,国新出审[2020]2560号,ISBN 978-7-498-08368-5,2020年11月5日
1200,愤怒的勇士,移动-休闲益智,杭州紫府网络科技有限公司,海南有娱网络科技有限公司,国新出审[2020]2559号,ISBN 978-7-498-08367-8,2020年11月5日
1201,大萌熊的家,移动-休闲益智,宁波东海岸电子音像出版社,杭州星帆广告传媒有限公司,国新出审[2020]2558号,ISBN 978-7-498-08365-4,2020年11月5日
1202,沙之门,移动-休闲益智,杭州紫府网络科技有限公司,河南壹原始网络科技有限公司,国新出审[2020]2557号,ISBN 978-7-498-08362-3,2020年11月5日
1203,旅行与消除,移动-休闲益智,江苏凤凰电子音像出版社有限公司,南京网眼软件有限公司,国新出审[2020]2556号,ISBN 978-7-498-08361-6,2020年11月5日
1204,热力无限赛车,移动-休闲益智,杭州哲信信息技术有限公司,南京翰达睿信息技术有限公司,国新出审[2020]2555号,ISBN 978-7-498-08359-3,2020年11月5日
1205,翻卡大闯关,移动-休闲益智,黑龙江科学技术出版社有限公司,重庆隆讯科技有限公司,国新出审[2020]2554号,ISBN 978-7-498-08357-9,2020年11月5日
1206,公路竞速,移动-休闲益智,浙江出版集团数字传媒有限公司,北京掌上易游科技有限公司,国新出审[2020]2553号,ISBN 978-7-498-08354-8,2020年11月5日
1207,梦幻消除战,移动-休闲益智,上海晨路信息科技股份有限公司,上海番糖网络科技有限公司,国新出审[2020]2552号,ISBN 978-7-498-08353-1,2020年11月5日
1208,海王的飞车世界,移动-休闲益智,杭州乐港科技有限公司,北京摩丰科技有限公司,国新出审[2020]2551号,ISBN 978-7-498-08351-7,2020年11月5日
1209,天才枪手,移动-休闲益智,吉林音像出版社有限责任公司,武汉镜像科技有限公司,国新出审[2020]2550号,ISBN 978-7-498-08349-4,2020年11月5日
1210,迷境射击,移动-休闲益智,杭州烈焰网络技术有限公司,南阳新创元软件有限公司,国新出审[2020]2549号,ISBN 978-7-498-08347-0,2020年11月5日
1211,方块小怪兽,移动-休闲益智,杭州渡口网络科技有限公司,深圳市逸游无限科技有限公司,国新出审[2020]2548号,ISBN 978-7-498-08344-9,2020年11月5日
1212,不休的音符,移动-休闲益智,北京侠客行网络技术有限公司,北京慕远科技有限公司,国新出审[2020]2547号,ISBN 978-7-498-08342-5,2020年11月5日
1213,人气摩托,移动-休闲益智,黑龙江科学技术出版社有限公司,南阳嘉翔软件有限公司,国新出审[2020]2546号,ISBN 978-7-498-08340-1,2020年11月5日
1214,怪兽不低头,移动-休闲益智,厦门雷霆互动网络有限公司,厦门淘金互动网络股份有限公司,国新出审[2020]2545号,ISBN 978-7-498-08338-8,2020年11月5日
1215,美食手札,移动-休闲益智,辽宁电子出版社有限责任公司,深圳多游空间科技有限公司,国新出审[2020]2544号,ISBN 978-7-498-08336-4,2020年11月5日
1216,宝石碎碎恋,移动-休闲益智,时代新媒体出版社有限责任公司,合肥乐攸信息科技有限公司,国新出审[2020]2543号,ISBN 978-7-498-08333-3,2020年11月5日
1217,波克军棋,移动-休闲益智,上海波克城市网络科技股份有限公司,波克科技股份有限公司,国新出审[2020]2542号,ISBN 978-7-498-08332-6,2020年11月5日
1218,弹弹奇兵,移动-休闲益智,海南省电子音像出版社有限公司,海南金科网络科技有限公司,国新出审[2020]2541号,ISBN 978-7-498-08329-6,2020年11月5日
1219,消失的轨迹,移动-休闲益智,华中科技大学电子音像出版社,武汉哆咪互娱科技有限公司,国新出审[2020]2540号,ISBN 978-7-498-08327-2,2020年11月5日
1220,繁花似锦,移动,海南省电子音像出版社有限公司,海南万起网络科技有限公司,国新出审[2020]2792号,ISBN 978-7-498-08461-3,2020年11月30日
1221,手工星球,移动,三辰影库音像出版社有限公司,北京卓意麦斯科技有限公司,国新出审[2020]2791号,ISBN 978-7-498-08460-6,2020年11月30日
1222,武林足球,移动,上海晨路信息科技股份有限公司,上海晨路信息科技股份有限公司,国新出审[2020]2790号,ISBN 978-7-498-08459-0,2020年11月30日
1223,英雄拔剑,移动,广州四三九九信息科技有限公司,广州四三九九信息科技有限公司,国新出审[2020]2789号,ISBN 978-7-498-08457-6,2020年11月30日
1224,喵斯快跑,游戏机 （Nintendo Switch）,江苏凤凰电子音像出版社有限公司,心动网络股份有限公司,国新出审[2020]2788号,ISBN 978-7-498-08455-2,2020年11月30日
1225,云梦伏妖录,移动,浙江出版集团数字传媒有限公司,绍兴天石网络科技有限公司,国新出审[2020]2787号,ISBN 978-7-498-08453-8,2020年11月30日
1226,部落与弯刀,移动,深圳中青宝互动网络股份有限公司,深圳市汉家松鼠网络科技有限公司,国新出审[2020]2786号,ISBN 978-7-498-08452-1,2020年11月30日
1227,天命女神,移动,北京冠游时空数码技术有限公司,北京冠游时空数码技术有限公司,国新出审[2020]2785号,ISBN 978-7-498-08451-4,2020年11月30日
1228,武侠乂,移动,金报电子音像出版中心,人民网科技（北京）有限公司,国新出审[2020]2784号,ISBN 978-7-498-08450-7,2020年11月30日
1229,传奇纪元,移动,三七互娱（上海）科技有限公司,上海冠航网络科技有限公司,国新出审[2020]2783号,ISBN 978-7-498-08449-1,2020年11月30日
1230,了不起！勇者,客户端,江苏凤凰电子音像出版社有限公司,江苏凤凰数字传媒有限公司,国新出审[2020]2782号,ISBN 978-7-498-08448-4,2020年11月30日
1231,不休江湖,移动,上海晨路信息科技股份有限公司,上海虫咖信息科技有限公司,国新出审[2020]2781号,ISBN 978-7-498-08447-7,2020年11月30日
1232,小小五千年,移动,上海同济大学电子音像出版社有限公司,上海盛维网络科技有限公司,国新出审[2020]2780号,ISBN 978-7-498-08446-0,2020年11月30日
1233,风味美食街,移动,四川数字出版传媒有限公司,成都怪趣科技有限公司,国新出审[2020]2779号,ISBN 978-7-498-08445-3,2020年11月30日
1234,萌灵对决,移动,上海商国网络科技发展有限公司,上海商国网络科技发展有限公司,国新出审[2020]2778号,ISBN 978-7-498-08444-6,2020年11月30日
1235,盟重英雄,移动,上海数龙科技有限公司,上海数龙科技有限公司,国新出审[2020]2777号,ISBN 978-7-498-08443-9,2020年11月30日
1236,像素时代,移动,辽宁电子出版社有限责任公司,沈阳纵艺科技有限公司,国新出审[2020]2776号,ISBN 978-7-498-08442-2,2020年11月30日
1237,夜火流光,移动,湖北省扬子江影音有限责任公司,北京冰狮科技有限公司,国新出审[2020]2775号,ISBN 978-7-498-08441-5,2020年11月30日
1238,我本千金,移动,安徽新华电子音像出版社,深圳市爱的番茄科技有限公司,国新出审[2020]2774号,ISBN 978-7-498-08440-8,2020年11月30日
1239,猿族时代,移动,成都尼毕鲁科技股份有限公司,成都三叉戟科技有限公司,国新出审[2020]2773号,ISBN 978-7-498-08439-2,2020年11月30日
1240,消消天团,移动,海南省电子音像出版社有限公司,竞美（海南）科技有限责任公司,国新出审[2020]2772号,ISBN 978-7-498-08438-5,2020年11月30日
1241,开心农场—梦想庄园,移动,上海科学技术文献出版社有限公司,北京开心人信息技术有限公司,国新出审[2020]2771号,ISBN 978-7-498-08437-8,2020年11月30日
1242,怀旧征途,移动,上海巨人网络科技有限公司,巨人移动科技有限公司,国新出审[2020]2770号,ISBN 978-7-498-08436-1,2020年11月30日
1243,幸存者计划,移动,湖北省扬子江影音有限责任公司,武汉快游互动信息技术有限公司,国新出审[2020]2769号,ISBN 978-7-498-08435-4,2020年11月30日
1244,战龙出击,移动,北京目标在线科技有限公司,乐元素科技（北京）股份有限公司,国新出审[2020]2768号,ISBN 978-7-498-08434-7,2020年11月30日
1245,美食岛消除大作战,客户端,杭州边锋网络技术有限公司,杭州边锋网络技术有限公司,国新出审[2020]2767号,ISBN 978-7-498-08433-0,2020年11月30日
1246,精灵合合合,移动,辽宁电子出版社有限责任公司,杭州绝地科技股份有限公司,国新出审[2020]2766号,ISBN 978-7-498-08432-3,2020年11月30日
1247,江湖之战,移动,上海电子出版有限公司,广州卓乐网络科技有限公司,国新出审[2020]2765号,ISBN 978-7-498-08431-6,2020年11月30日
1248,魔法战线,移动,杭州润趣科技有限公司,南京微观商贸有限公司,国新出审[2020]2764号,ISBN 978-7-498-08430-9,2020年11月30日
1249,筑梦公馆,移动,山东科学技术出版社有限公司,深圳市昆布科技有限公司,国新出审[2020]2763号,ISBN 978-7-498-08429-3,2020年11月30日
1250,寻找藏宝图,移动,华东师范大学电子音像出版社有限公司,上海零越网络科技有限公司,国新出审[2020]2762号,ISBN 978-7-498-08428-6,2020年11月30日
1251,征战黎明,移动,深圳冰川网络股份有限公司,深圳冰川网络股份有限公司,国新出审[2020]2761号,ISBN 978-7-498-08427-9,2020年11月30日
1252,军团与秩序,移动,上海科学技术文献出版社有限公司,上海常游网络科技有限公司,国新出审[2020]2760号,ISBN 978-7-498-08426-2,2020年11月30日
1253,风之卷轴,移动,成都哆可梦网络科技有限公司,成都哆可梦网络科技有限公司,国新出审[2020]2759号,ISBN 978-7-498-08425-5,2020年11月30日
1254,云汉仙侠录,移动,杭州群游科技有限公司,厦门市奉孝文化传播有限公司,国新出审[2020]2758号,ISBN 978-7-498-08424-8,2020年11月30日
1255,失落战境,移动,浙江出版集团数字传媒有限公司,深圳市拇指互娱科技有限公司,国新出审[2020]2757号,ISBN 978-7-498-08423-1,2020年11月30日
1256,文嘉,移动,上海电子出版有限公司,上海领音文化传播有限公司,国新出审[2020]2756号,ISBN 978-7-498-08422-4,2020年11月30日
1257,斗罗大陆：武魂觉醒,移动,成都盈众九州网络科技有限公司,上海玄霆娱乐信息科技有限公司,国新出审[2020]2755号,ISBN 978-7-498-08421-7,2020年11月30日
1258,坚果农场,移动,华东师范大学电子音像出版社有限公司,上海犇玩信息科技有限公司,国新出审[2020]2754号,ISBN 978-7-498-08420-0,2020年11月30日
1259,古神遗踪,移动,华中科技大学电子音像出版社,广州市普竞通讯科技有限公司,国新出审[2020]2753号,ISBN 978-7-498-08419-4,2020年11月30日
1260,重制人生,移动,黑龙江龙华数字出版股份有限公司,成都赤橙数字娱乐有限公司,国新出审[2020]2752号,ISBN 978-7-498-08418-7,2020年11月30日
1261,疾风学园,移动,西安交通大学出版社有限责任公司,广州诗悦网络科技有限公司,国新出审[2020]2751号,ISBN 978-7-498-08417-0,2020年11月30日
1262,诺亚之心,移动,江苏凤凰电子音像出版社有限公司,淮安祖龙科技有限公司,国新出审[2020]2750号,ISBN 978-7-498-08416-3,2020年11月30日
1263,奇兵谋略,移动,方圆电子音像出版社有限责任公司,河北触乐信息科技有限公司,国新出审[2020]2749号,ISBN 978-7-498-08415-6,2020年11月30日
1264,见习猎魔团,移动,广州盈正信息技术有限公司,杭州猫步网络科技有限公司,国新出审[2020]2748号,ISBN 978-7-498-08414-9,2020年11月30日
1265,忘川风华录,移动,杭州汉唐文化传播有限公司,杭州网易雷火科技有限公司,国新出审[2020]2747号,ISBN 978-7-498-08413-2,2020年11月30日
1266,次神：光之觉醒,移动,上海双盟网络科技有限公司,上海双盟网络科技有限公司,国新出审[2020]2746号,ISBN 978-7-498-08412-5,2020年11月30日
1267,模拟农场,移动,合肥乐堂动漫信息技术有限公司,合肥乐堂动漫信息技术有限公司,国新出审[2020]2745号,ISBN 978-7-498-08411-8,2020年11月30日
1268,地牢求生2,移动,华东师范大学电子音像出版社有限公司,上海米洛网络科技有限公司,国新出审[2020]2744号,ISBN 978-7-498-08410-1,2020年11月30日
1269,梦想世界3,客户端,广州多益网络股份有限公司,广州多益网络股份有限公司,国新出审[2020]2743号,ISBN 978-7-498-08409-5,2020年11月30日
1270,机甲黎明,移动,成都盈众九州网络科技有限公司,海南有娱网络科技有限公司,国新出审[2020]2742号,ISBN 978-7-498-08408-8,2020年11月30日
1271,时空猎人3,移动,广州银汉科技有限公司,广州银汉科技有限公司,国新出审[2020]2741号,ISBN 978-7-498-08407-1,2020年11月30日
1272,随机冲突：土豆英雄,移动,大唐网络有限公司,北京爱谱雷科技有限公司,国新出审[2020]2740号,ISBN 978-7-498-08406-4,2020年11月30日
1273,完美的圆,移动-休闲益智,天津电子出版社有限公司,武汉指娱互动信息技术有限公司,国新出审[2020]2739号,ISBN 978-7-498-08405-7,2020年11月30日
1274,桌乐四国军棋,移动-休闲益智,大唐网络有限公司,杭州开启网络科技有限公司,国新出审[2020]2738号,ISBN 978-7-498-08404-0,2020年11月30日
1275,七二八欢乐汇,移动-休闲益智,杭州群游科技有限公司,黑龙江省明游网络科技有限公司,国新出审[2020]2737号,ISBN 978-7-498-08488-0,2020年11月30日
1276,指尖神车手,移动-休闲益智,天津电子出版社有限公司,武汉市多比特信息科技有限公司,国新出审[2020]2736号,ISBN 978-7-498-08487-3,2020年11月30日
1277,迷你都市,移动-休闲益智,华中科技大学电子音像出版社,武汉哆咪互娱科技有限公司,国新出审[2020]2735号,ISBN 978-7-498-08486-6,2020年11月30日
1278,点点跳跃,移动-休闲益智,杭州润趣科技有限公司,深圳市云中燕网络有限公司,国新出审[2020]2734号,ISBN 978-7-498-08484-2,2020年11月30日
1279,连线大挑战,移动-休闲益智,上海乐蜀网络科技股份有限公司,上海乐蜀网络科技股份有限公司,国新出审[2020]2733号,ISBN 978-7-498-08483-5,2020年11月30日
1280,炸鸡派对,移动-休闲益智,湖北省扬子江影音有限责任公司,上海海隆软件有限公司,国新出审[2020]2732号,ISBN 978-7-498-08485-9,2020年11月30日
1281,消消乐之宠物连萌,移动-休闲益智,黑龙江龙华数字出版股份有限公司,合肥指上游软件科技有限公司,国新出审[2020]2731号,ISBN 978-7-498-08482-8,2020年11月30日
1282,蛋蛋旅行记,移动-休闲益智,宁波东海岸电子音像出版社有限公司,深圳市禅游科技股份有限公司,国新出审[2020]2730号,ISBN 978-7-498-08481-1,2020年11月30日
1283,快乐水果消,移动-休闲益智,杭州紫府网络科技有限公司,北京星游讯天网络科技有限公司,国新出审[2020]2729号,ISBN 978-7-498-08480-4,2020年11月30日
1284,怪物城射击,移动-休闲益智,杭州哲信信息技术有限公司,南京翰达睿信息技术有限公司,国新出审[2020]2728号,ISBN 978-7-498-08479-8,2020年11月30日
1285,小小怪大消除,移动-休闲益智,杭州群游科技有限公司,杭州圈外网络科技有限公司,国新出审[2020]2727号,ISBN 978-7-498-08478-1,2020年11月30日
1286,天天台球,移动-休闲益智,上海同济大学电子音像出版社有限公司,上海星翼网络信息有限公司,国新出审[2020]2726号,ISBN 978-7-498-08477-4,2020年11月30日
1287,成语大秀才,移动-休闲益智,华中科技大学电子音像出版社,深圳市掌娱炫动信息技术有限公司,国新出审[2020]2725号,ISBN 978-7-498-08476-7,2020年11月30日
1288,寻找神秘碎片,移动-休闲益智,辽宁电子出版社有限责任公司,深圳市火星人互动娱乐有限公司,国新出审[2020]2724号,ISBN 978-7-498-08475-0,2020年11月30日
1289,六边形世界,移动-休闲益智,天津电子出版社有限公司,武汉汇多互动信息技术有限公司,国新出审[2020]2723号,ISBN 978-7-498-08474-3,2020年11月30日
1290,深渊舰赛,移动-休闲益智,浙江出版集团数字传媒有限公司,杭州西米科技有限公司,国新出审[2020]2722号,ISBN 978-7-498-08473-6,2020年11月30日
1291,召唤与合成2,移动-休闲益智,上海晨路信息科技股份有限公司,上海召合网络科技有限公司,国新出审[2020]2721号,ISBN 978-7-498-08472-9,2020年11月30日
